DateTime,Date,Time,Temperature (C),Humidity (%),Soil Moisture (%),Rain(%)
12-02-2023 20:30,12-02-2023,20:30:00,35,70,50,100
12-02-2023 21:00,12-02-2023,21:00:00,35,69,50,100
12-02-2023 21:30,12-02-2023,21:30:00,34,69,49,100
12-02-2023 22:00,12-02-2023,22:00:00,34,68,49,100
12-02-2023 22:30,12-02-2023,22:30:00,33,67,48,100
12-02-2023 23:00,12-02-2023,23:00:00,33,66,47,100
12-02-2023 23:30,12-02-2023,23:30:00,32,64,46,100
13-02-2023 00:00,13-02-2023,00:00:00,31,63,45,100
13-02-2023 00:30,13-02-2023,00:30:00,30,61,44,100
13-02-2023 01:00,13-02-2023,01:00:00,29,59,43,100
13-02-2023 01:30,13-02-2023,01:30:00,28,57,41,100
13-02-2023 02:00,13-02-2023,02:00:00,28,55,40,100
13-02-2023 02:30,13-02-2023,02:30:00,27,53,39,100
13-02-2023 03:00,13-02-2023,03:00:00,26,51,37,100
13-02-2023 03:30,13-02-2023,03:30:00,25,49,36,100
13-02-2023 04:00,13-02-2023,04:00:00,24,48,35,100
13-02-2023 04:30,13-02-2023,04:30:00,23,46,34,100
13-02-2023 05:00,13-02-2023,05:00:00,22,44,33,100
13-02-2023 05:30,13-02-2023,05:30:00,22,43,32,100
13-02-2023 06:00,13-02-2023,06:00:00,21,42,31,100
13-02-2023 06:30,13-02-2023,06:30:00,21,41,31,100
13-02-2023 07:00,13-02-2023,07:00:00,20,41,30,100
13-02-2023 07:30,13-02-2023,07:30:00,20,40,30,100
13-02-2023 08:00,13-02-2023,08:00:00,20,40,30,100
13-02-2023 08:30,13-02-2023,08:30:00,20,40,30,100
13-02-2023 09:00,13-02-2023,09:00:00,20,41,30,100
13-02-2023 09:30,13-02-2023,09:30:00,21,41,31,100
13-02-2023 10:00,13-02-2023,10:00:00,21,42,31,100
13-02-2023 10:30,13-02-2023,10:30:00,22,43,32,100
13-02-2023 11:00,13-02-2023,11:00:00,22,44,33,100
13-02-2023 11:30,13-02-2023,11:30:00,23,46,34,100
13-02-2023 12:00,13-02-2023,12:00:00,24,48,35,100
13-02-2023 12:30,13-02-2023,12:30:00,25,49,36,100
13-02-2023 13:00,13-02-2023,13:00:00,26,51,37,100
13-02-2023 13:30,13-02-2023,13:30:00,27,53,39,100
13-02-2023 14:00,13-02-2023,14:00:00,28,55,40,100
13-02-2023 14:30,13-02-2023,14:30:00,28,57,41,100
13-02-2023 15:00,13-02-2023,15:00:00,29,59,43,100
13-02-2023 15:30,13-02-2023,15:30:00,30,61,44,100
13-02-2023 16:00,13-02-2023,16:00:00,31,63,45,100
13-02-2023 16:30,13-02-2023,16:30:00,32,64,46,100
13-02-2023 17:00,13-02-2023,17:00:00,33,66,47,100
13-02-2023 17:30,13-02-2023,17:30:00,33,67,48,100
13-02-2023 18:00,13-02-2023,18:00:00,34,68,49,100
13-02-2023 18:30,13-02-2023,18:30:00,34,69,49,100
13-02-2023 19:00,13-02-2023,19:00:00,35,69,50,100
13-02-2023 19:30,13-02-2023,19:30:00,35,70,50,100
13-02-2023 20:00,13-02-2023,20:00:00,35,70,50,100
13-02-2023 20:30,13-02-2023,20:30:00,35,70,50,100
13-02-2023 21:00,13-02-2023,21:00:00,35,69,50,100
13-02-2023 21:30,13-02-2023,21:30:00,34,69,49,100
13-02-2023 22:00,13-02-2023,22:00:00,34,68,49,100
13-02-2023 22:30,13-02-2023,22:30:00,33,67,48,100
13-02-2023 23:00,13-02-2023,23:00:00,33,66,47,100
13-02-2023 23:30,13-02-2023,23:30:00,32,64,46,100
14-02-2023 00:00,14-02-2023,00:00:00,31,63,45,100
14-02-2023 00:30,14-02-2023,00:30:00,30,61,44,100
14-02-2023 01:00,14-02-2023,01:00:00,29,59,43,100
14-02-2023 01:30,14-02-2023,01:30:00,28,57,41,100
14-02-2023 02:00,14-02-2023,02:00:00,28,55,40,100
14-02-2023 02:30,14-02-2023,02:30:00,27,53,39,100
14-02-2023 03:00,14-02-2023,03:00:00,26,51,37,100
14-02-2023 03:30,14-02-2023,03:30:00,25,49,36,100
14-02-2023 04:00,14-02-2023,04:00:00,24,48,35,100
14-02-2023 04:30,14-02-2023,04:30:00,23,46,34,100
14-02-2023 05:00,14-02-2023,05:00:00,22,44,33,100
14-02-2023 05:30,14-02-2023,05:30:00,22,43,32,100
14-02-2023 06:00,14-02-2023,06:00:00,21,42,31,100
14-02-2023 06:30,14-02-2023,06:30:00,21,41,31,100
14-02-2023 07:00,14-02-2023,07:00:00,20,41,30,100
14-02-2023 07:30,14-02-2023,07:30:00,20,40,30,100
14-02-2023 08:00,14-02-2023,08:00:00,20,40,30,100
14-02-2023 08:30,14-02-2023,08:30:00,20,40,30,100
14-02-2023 09:00,14-02-2023,09:00:00,20,41,30,100
14-02-2023 09:30,14-02-2023,09:30:00,21,41,31,100
14-02-2023 10:00,14-02-2023,10:00:00,21,42,31,100
14-02-2023 10:30,14-02-2023,10:30:00,22,43,32,100
14-02-2023 11:00,14-02-2023,11:00:00,22,44,33,100
14-02-2023 11:30,14-02-2023,11:30:00,23,46,34,100
14-02-2023 12:00,14-02-2023,12:00:00,24,48,35,100
14-02-2023 12:30,14-02-2023,12:30:00,25,49,36,100
14-02-2023 13:00,14-02-2023,13:00:00,26,51,37,100
14-02-2023 13:30,14-02-2023,13:30:00,27,53,39,100
14-02-2023 14:00,14-02-2023,14:00:00,28,55,40,100
14-02-2023 14:30,14-02-2023,14:30:00,28,57,41,100
14-02-2023 15:00,14-02-2023,15:00:00,29,59,43,100
14-02-2023 15:30,14-02-2023,15:30:00,30,61,44,100
14-02-2023 16:00,14-02-2023,16:00:00,31,63,45,100
14-02-2023 16:30,14-02-2023,16:30:00,32,64,46,100
14-02-2023 17:00,14-02-2023,17:00:00,33,66,47,100
14-02-2023 17:30,14-02-2023,17:30:00,33,67,48,100
14-02-2023 18:00,14-02-2023,18:00:00,34,68,49,100
14-02-2023 18:30,14-02-2023,18:30:00,34,69,49,100
14-02-2023 19:00,14-02-2023,19:00:00,35,69,50,100
14-02-2023 19:30,14-02-2023,19:30:00,35,70,50,100
14-02-2023 20:00,14-02-2023,20:00:00,35,70,50,100
14-02-2023 20:30,14-02-2023,20:30:00,35,70,50,100
14-02-2023 21:00,14-02-2023,21:00:00,35,69,50,100
14-02-2023 21:30,14-02-2023,21:30:00,34,69,49,100
14-02-2023 22:00,14-02-2023,22:00:00,34,68,49,100
14-02-2023 22:30,14-02-2023,22:30:00,33,67,48,100
14-02-2023 23:00,14-02-2023,23:00:00,33,66,47,100
14-02-2023 23:30,14-02-2023,23:30:00,32,64,46,100
15-02-2023 00:00,15-02-2023,00:00:00,31,63,45,100
15-02-2023 00:30,15-02-2023,00:30:00,30,61,44,100
15-02-2023 01:00,15-02-2023,01:00:00,29,59,43,100
15-02-2023 01:30,15-02-2023,01:30:00,28,57,41,100
15-02-2023 02:00,15-02-2023,02:00:00,28,55,40,100
15-02-2023 02:30,15-02-2023,02:30:00,27,53,39,100
15-02-2023 03:00,15-02-2023,03:00:00,26,51,37,100
15-02-2023 03:30,15-02-2023,03:30:00,25,49,36,100
15-02-2023 04:00,15-02-2023,04:00:00,24,48,35,100
15-02-2023 04:30,15-02-2023,04:30:00,23,46,34,100
15-02-2023 05:00,15-02-2023,05:00:00,22,44,33,100
15-02-2023 05:30,15-02-2023,05:30:00,22,43,32,100
15-02-2023 06:00,15-02-2023,06:00:00,21,42,31,100
15-02-2023 06:30,15-02-2023,06:30:00,21,41,31,100
15-02-2023 07:00,15-02-2023,07:00:00,20,41,30,100
15-02-2023 07:30,15-02-2023,07:30:00,20,40,30,100
15-02-2023 08:00,15-02-2023,08:00:00,20,40,30,100
15-02-2023 08:30,15-02-2023,08:30:00,20,40,30,100
15-02-2023 09:00,15-02-2023,09:00:00,20,41,30,100
15-02-2023 09:30,15-02-2023,09:30:00,21,41,31,100
15-02-2023 10:00,15-02-2023,10:00:00,21,42,31,100
15-02-2023 10:30,15-02-2023,10:30:00,22,43,32,100
15-02-2023 11:00,15-02-2023,11:00:00,22,44,33,100
15-02-2023 11:30,15-02-2023,11:30:00,23,46,34,100
15-02-2023 12:00,15-02-2023,12:00:00,24,48,35,100
15-02-2023 12:30,15-02-2023,12:30:00,25,49,36,100
15-02-2023 13:00,15-02-2023,13:00:00,26,51,37,100
15-02-2023 13:30,15-02-2023,13:30:00,27,53,39,100
15-02-2023 14:00,15-02-2023,14:00:00,28,55,40,100
15-02-2023 14:30,15-02-2023,14:30:00,28,57,41,100
15-02-2023 15:00,15-02-2023,15:00:00,29,59,43,100
15-02-2023 15:30,15-02-2023,15:30:00,30,61,44,100
15-02-2023 16:00,15-02-2023,16:00:00,31,63,45,100
15-02-2023 16:30,15-02-2023,16:30:00,32,64,46,100
15-02-2023 17:00,15-02-2023,17:00:00,33,66,47,100
15-02-2023 17:30,15-02-2023,17:30:00,33,67,48,100
15-02-2023 18:00,15-02-2023,18:00:00,34,68,49,100
15-02-2023 18:30,15-02-2023,18:30:00,34,69,49,100
15-02-2023 19:00,15-02-2023,19:00:00,35,69,50,100
15-02-2023 19:30,15-02-2023,19:30:00,35,70,50,100
15-02-2023 20:00,15-02-2023,20:00:00,35,70,50,100
15-02-2023 20:30,15-02-2023,20:30:00,35,70,50,100
15-02-2023 21:00,15-02-2023,21:00:00,35,69,50,100
15-02-2023 21:30,15-02-2023,21:30:00,34,69,49,100
15-02-2023 22:00,15-02-2023,22:00:00,34,68,49,100
15-02-2023 22:30,15-02-2023,22:30:00,33,67,48,100
15-02-2023 23:00,15-02-2023,23:00:00,33,66,47,100
15-02-2023 23:30,15-02-2023,23:30:00,32,64,46,100
16-02-2023 00:00,16-02-2023,00:00:00,31,63,45,100
16-02-2023 00:30,16-02-2023,00:30:00,30,61,44,100
16-02-2023 01:00,16-02-2023,01:00:00,29,59,43,100
16-02-2023 01:30,16-02-2023,01:30:00,28,57,41,100
16-02-2023 02:00,16-02-2023,02:00:00,28,55,40,100
16-02-2023 02:30,16-02-2023,02:30:00,27,53,39,100
16-02-2023 03:00,16-02-2023,03:00:00,26,51,37,100
16-02-2023 03:30,16-02-2023,03:30:00,25,49,36,100
16-02-2023 04:00,16-02-2023,04:00:00,24,48,35,100
16-02-2023 04:30,16-02-2023,04:30:00,23,46,34,100
16-02-2023 05:00,16-02-2023,05:00:00,22,44,33,100
16-02-2023 05:30,16-02-2023,05:30:00,22,43,32,100
16-02-2023 06:00,16-02-2023,06:00:00,21,42,31,100
16-02-2023 06:30,16-02-2023,06:30:00,21,41,31,100
16-02-2023 07:00,16-02-2023,07:00:00,20,41,30,100
16-02-2023 07:30,16-02-2023,07:30:00,20,40,30,100
16-02-2023 08:00,16-02-2023,08:00:00,20,40,30,100
16-02-2023 08:30,16-02-2023,08:30:00,20,40,30,100
16-02-2023 09:00,16-02-2023,09:00:00,20,41,30,100
16-02-2023 09:30,16-02-2023,09:30:00,21,41,31,100
16-02-2023 10:00,16-02-2023,10:00:00,21,42,31,100
16-02-2023 10:30,16-02-2023,10:30:00,22,43,32,100
16-02-2023 11:00,16-02-2023,11:00:00,22,44,33,100
16-02-2023 11:30,16-02-2023,11:30:00,23,46,34,100
16-02-2023 12:00,16-02-2023,12:00:00,24,48,35,100
16-02-2023 12:30,16-02-2023,12:30:00,25,49,36,100
16-02-2023 13:00,16-02-2023,13:00:00,26,51,37,100
16-02-2023 13:30,16-02-2023,13:30:00,27,53,39,100
16-02-2023 14:00,16-02-2023,14:00:00,28,55,40,100
16-02-2023 14:30,16-02-2023,14:30:00,28,57,41,100
16-02-2023 15:00,16-02-2023,15:00:00,29,59,43,100
16-02-2023 15:30,16-02-2023,15:30:00,30,61,44,100
16-02-2023 16:00,16-02-2023,16:00:00,31,63,45,100
16-02-2023 16:30,16-02-2023,16:30:00,32,64,46,100
16-02-2023 17:00,16-02-2023,17:00:00,33,66,47,100
16-02-2023 17:30,16-02-2023,17:30:00,33,67,48,100
16-02-2023 18:00,16-02-2023,18:00:00,34,68,49,100
16-02-2023 18:30,16-02-2023,18:30:00,34,69,49,100
16-02-2023 19:00,16-02-2023,19:00:00,35,69,50,100
16-02-2023 19:30,16-02-2023,19:30:00,35,70,50,100
16-02-2023 20:00,16-02-2023,20:00:00,35,70,50,100
16-02-2023 20:30,16-02-2023,20:30:00,35,70,50,100
16-02-2023 21:00,16-02-2023,21:00:00,35,69,50,100
16-02-2023 21:30,16-02-2023,21:30:00,34,69,49,100
16-02-2023 22:00,16-02-2023,22:00:00,34,68,49,100
16-02-2023 22:30,16-02-2023,22:30:00,33,67,48,100
16-02-2023 23:00,16-02-2023,23:00:00,33,66,47,100
16-02-2023 23:30,16-02-2023,23:30:00,32,64,46,100
17-02-2023 00:00,17-02-2023,00:00:00,31,63,45,100
17-02-2023 00:30,17-02-2023,00:30:00,30,61,44,100
17-02-2023 01:00,17-02-2023,01:00:00,29,59,43,100
17-02-2023 01:30,17-02-2023,01:30:00,28,57,41,100
17-02-2023 02:00,17-02-2023,02:00:00,28,55,40,100
17-02-2023 02:30,17-02-2023,02:30:00,27,53,39,100
17-02-2023 03:00,17-02-2023,03:00:00,26,51,37,100
17-02-2023 03:30,17-02-2023,03:30:00,25,49,36,100
17-02-2023 04:00,17-02-2023,04:00:00,24,48,35,100
17-02-2023 04:30,17-02-2023,04:30:00,23,46,34,100
17-02-2023 05:00,17-02-2023,05:00:00,22,44,33,100
17-02-2023 05:30,17-02-2023,05:30:00,22,43,32,100
17-02-2023 06:00,17-02-2023,06:00:00,21,42,31,100
17-02-2023 06:30,17-02-2023,06:30:00,21,41,31,100
17-02-2023 07:00,17-02-2023,07:00:00,20,41,30,100
17-02-2023 07:30,17-02-2023,07:30:00,20,40,30,100
17-02-2023 08:00,17-02-2023,08:00:00,20,40,30,100
17-02-2023 08:30,17-02-2023,08:30:00,20,40,30,100
17-02-2023 09:00,17-02-2023,09:00:00,20,41,30,100
17-02-2023 09:30,17-02-2023,09:30:00,21,41,31,100
17-02-2023 10:00,17-02-2023,10:00:00,21,42,31,100
17-02-2023 10:30,17-02-2023,10:30:00,22,43,32,100
17-02-2023 11:00,17-02-2023,11:00:00,22,44,33,100
17-02-2023 11:30,17-02-2023,11:30:00,23,46,34,100
17-02-2023 12:00,17-02-2023,12:00:00,24,48,35,100
17-02-2023 12:30,17-02-2023,12:30:00,25,49,36,100
17-02-2023 13:00,17-02-2023,13:00:00,26,51,37,100
17-02-2023 13:30,17-02-2023,13:30:00,27,53,39,100
17-02-2023 14:00,17-02-2023,14:00:00,28,55,40,100
17-02-2023 14:30,17-02-2023,14:30:00,28,57,41,100
17-02-2023 15:00,17-02-2023,15:00:00,29,59,43,100
17-02-2023 15:30,17-02-2023,15:30:00,30,61,44,100
17-02-2023 16:00,17-02-2023,16:00:00,31,63,45,100
17-02-2023 16:30,17-02-2023,16:30:00,32,64,46,100
17-02-2023 17:00,17-02-2023,17:00:00,33,66,47,100
17-02-2023 17:30,17-02-2023,17:30:00,33,67,48,100
17-02-2023 18:00,17-02-2023,18:00:00,34,68,49,100
17-02-2023 18:30,17-02-2023,18:30:00,34,69,49,75
17-02-2023 19:00,17-02-2023,19:00:00,35,69,50,75
17-02-2023 19:30,17-02-2023,19:30:00,35,70,50,75
17-02-2023 20:00,17-02-2023,20:00:00,35,70,50,75
17-02-2023 20:30,17-02-2023,20:30:00,35,70,50,75
17-02-2023 21:00,17-02-2023,21:00:00,35,69,50,75
17-02-2023 21:30,17-02-2023,21:30:00,34,69,49,75
17-02-2023 22:00,17-02-2023,22:00:00,34,68,49,75
17-02-2023 22:30,17-02-2023,22:30:00,33,67,48,75
17-02-2023 23:00,17-02-2023,23:00:00,33,66,47,75
17-02-2023 23:30,17-02-2023,23:30:00,32,64,46,75
18-02-2023 00:00,18-02-2023,00:00:00,31,63,45,75
18-02-2023 00:30,18-02-2023,00:30:00,30,61,44,75
18-02-2023 01:00,18-02-2023,01:00:00,29,59,43,75
18-02-2023 01:30,18-02-2023,01:30:00,28,57,41,75
18-02-2023 02:00,18-02-2023,02:00:00,28,55,40,75
18-02-2023 02:30,18-02-2023,02:30:00,27,53,39,75
18-02-2023 03:00,18-02-2023,03:00:00,26,51,37,75
18-02-2023 03:30,18-02-2023,03:30:00,25,49,36,75
18-02-2023 04:00,18-02-2023,04:00:00,24,48,35,75
18-02-2023 04:30,18-02-2023,04:30:00,23,46,34,75
18-02-2023 05:00,18-02-2023,05:00:00,22,44,33,75
18-02-2023 05:30,18-02-2023,05:30:00,22,43,32,75
18-02-2023 06:00,18-02-2023,06:00:00,21,42,31,75
18-02-2023 06:30,18-02-2023,06:30:00,21,41,31,75
18-02-2023 07:00,18-02-2023,07:00:00,20,41,30,75
18-02-2023 07:30,18-02-2023,07:30:00,20,40,30,75
18-02-2023 08:00,18-02-2023,08:00:00,20,40,30,75
18-02-2023 08:30,18-02-2023,08:30:00,20,40,30,75
18-02-2023 09:00,18-02-2023,09:00:00,20,41,30,75
18-02-2023 09:30,18-02-2023,09:30:00,21,41,31,75
18-02-2023 10:00,18-02-2023,10:00:00,21,42,31,75
18-02-2023 10:30,18-02-2023,10:30:00,22,43,32,75
18-02-2023 11:00,18-02-2023,11:00:00,22,44,33,75
18-02-2023 11:30,18-02-2023,11:30:00,23,46,34,75
18-02-2023 12:00,18-02-2023,12:00:00,24,48,35,75
18-02-2023 12:30,18-02-2023,12:30:00,25,49,36,75
18-02-2023 13:00,18-02-2023,13:00:00,26,51,37,75
18-02-2023 13:30,18-02-2023,13:30:00,27,53,39,75
18-02-2023 14:00,18-02-2023,14:00:00,28,55,40,75
18-02-2023 14:30,18-02-2023,14:30:00,28,57,41,75
18-02-2023 15:00,18-02-2023,15:00:00,29,59,43,75
18-02-2023 15:30,18-02-2023,15:30:00,30,61,44,75
18-02-2023 16:00,18-02-2023,16:00:00,31,63,45,75
18-02-2023 16:30,18-02-2023,16:30:00,32,64,46,75
18-02-2023 17:00,18-02-2023,17:00:00,33,66,47,75
18-02-2023 17:30,18-02-2023,17:30:00,33,67,48,75
18-02-2023 18:00,18-02-2023,18:00:00,34,68,49,75
18-02-2023 18:30,18-02-2023,18:30:00,34,69,49,75
18-02-2023 19:00,18-02-2023,19:00:00,35,69,50,75
18-02-2023 19:30,18-02-2023,19:30:00,35,70,50,75
18-02-2023 20:00,18-02-2023,20:00:00,35,70,50,75
18-02-2023 20:30,18-02-2023,20:30:00,35,70,50,75
18-02-2023 21:00,18-02-2023,21:00:00,35,69,50,75
18-02-2023 21:30,18-02-2023,21:30:00,34,69,49,75
18-02-2023 22:00,18-02-2023,22:00:00,34,68,49,75
18-02-2023 22:30,18-02-2023,22:30:00,33,67,48,75
18-02-2023 23:00,18-02-2023,23:00:00,33,66,47,75
18-02-2023 23:30,18-02-2023,23:30:00,32,64,46,75
19-02-2023 00:00,19-02-2023,00:00:00,31,63,45,75
19-02-2023 00:30,19-02-2023,00:30:00,30,61,44,75
19-02-2023 01:00,19-02-2023,01:00:00,29,59,43,75
19-02-2023 01:30,19-02-2023,01:30:00,28,57,41,75
19-02-2023 02:00,19-02-2023,02:00:00,28,55,40,75
19-02-2023 02:30,19-02-2023,02:30:00,27,53,39,75
19-02-2023 03:00,19-02-2023,03:00:00,26,51,37,75
19-02-2023 03:30,19-02-2023,03:30:00,25,49,36,75
19-02-2023 04:00,19-02-2023,04:00:00,24,48,35,75
19-02-2023 04:30,19-02-2023,04:30:00,23,46,34,75
19-02-2023 05:00,19-02-2023,05:00:00,22,44,33,75
19-02-2023 05:30,19-02-2023,05:30:00,22,43,32,75
19-02-2023 06:00,19-02-2023,06:00:00,21,42,31,75
19-02-2023 06:30,19-02-2023,06:30:00,21,41,31,75
19-02-2023 07:00,19-02-2023,07:00:00,20,41,30,75
19-02-2023 07:30,19-02-2023,07:30:00,20,40,30,75
19-02-2023 08:00,19-02-2023,08:00:00,20,40,30,75
19-02-2023 08:30,19-02-2023,08:30:00,20,40,30,75
19-02-2023 09:00,19-02-2023,09:00:00,20,41,30,75
19-02-2023 09:30,19-02-2023,09:30:00,21,41,31,75
19-02-2023 10:00,19-02-2023,10:00:00,21,42,31,75
19-02-2023 10:30,19-02-2023,10:30:00,22,43,32,75
19-02-2023 11:00,19-02-2023,11:00:00,22,44,33,75
19-02-2023 11:30,19-02-2023,11:30:00,23,46,34,75
19-02-2023 12:00,19-02-2023,12:00:00,24,48,35,75
19-02-2023 12:30,19-02-2023,12:30:00,25,49,36,75
19-02-2023 13:00,19-02-2023,13:00:00,26,51,37,75
19-02-2023 13:30,19-02-2023,13:30:00,27,53,39,75
19-02-2023 14:00,19-02-2023,14:00:00,28,55,40,75
19-02-2023 14:30,19-02-2023,14:30:00,28,57,41,75
19-02-2023 15:00,19-02-2023,15:00:00,29,59,43,75
19-02-2023 15:30,19-02-2023,15:30:00,30,61,44,75
19-02-2023 16:00,19-02-2023,16:00:00,31,63,45,75
19-02-2023 16:30,19-02-2023,16:30:00,32,64,46,75
19-02-2023 17:00,19-02-2023,17:00:00,33,66,47,75
19-02-2023 17:30,19-02-2023,17:30:00,33,67,48,75
19-02-2023 18:00,19-02-2023,18:00:00,34,68,49,75
19-02-2023 18:30,19-02-2023,18:30:00,34,69,49,75
19-02-2023 19:00,19-02-2023,19:00:00,35,69,50,75
19-02-2023 19:30,19-02-2023,19:30:00,35,70,50,75
19-02-2023 20:00,19-02-2023,20:00:00,35,70,50,75
19-02-2023 20:30,19-02-2023,20:30:00,35,70,50,75
19-02-2023 21:00,19-02-2023,21:00:00,35,69,50,75
19-02-2023 21:30,19-02-2023,21:30:00,34,69,49,75
19-02-2023 22:00,19-02-2023,22:00:00,34,68,49,75
19-02-2023 22:30,19-02-2023,22:30:00,33,67,48,75
19-02-2023 23:00,19-02-2023,23:00:00,33,66,47,75
19-02-2023 23:30,19-02-2023,23:30:00,32,64,46,75
20-02-2023 00:00,20-02-2023,00:00:00,31,63,45,75
20-02-2023 00:30,20-02-2023,00:30:00,30,61,44,75
20-02-2023 01:00,20-02-2023,01:00:00,29,59,43,75
20-02-2023 01:30,20-02-2023,01:30:00,28,57,41,75
20-02-2023 02:00,20-02-2023,02:00:00,28,55,40,75
20-02-2023 02:30,20-02-2023,02:30:00,27,53,39,75
20-02-2023 03:00,20-02-2023,03:00:00,26,51,37,75
20-02-2023 03:30,20-02-2023,03:30:00,25,49,36,75
20-02-2023 04:00,20-02-2023,04:00:00,24,48,35,75
20-02-2023 04:30,20-02-2023,04:30:00,23,46,34,75
20-02-2023 05:00,20-02-2023,05:00:00,22,44,33,75
20-02-2023 05:30,20-02-2023,05:30:00,22,43,32,75
20-02-2023 06:00,20-02-2023,06:00:00,21,42,31,75
20-02-2023 06:30,20-02-2023,06:30:00,21,41,31,75
20-02-2023 07:00,20-02-2023,07:00:00,20,41,30,75
20-02-2023 07:30,20-02-2023,07:30:00,20,40,30,75
20-02-2023 08:00,20-02-2023,08:00:00,20,40,30,75
20-02-2023 08:30,20-02-2023,08:30:00,20,40,30,75
20-02-2023 09:00,20-02-2023,09:00:00,20,41,30,75
20-02-2023 09:30,20-02-2023,09:30:00,21,41,31,75
20-02-2023 10:00,20-02-2023,10:00:00,21,42,31,75
20-02-2023 10:30,20-02-2023,10:30:00,22,43,32,75
20-02-2023 11:00,20-02-2023,11:00:00,22,44,33,75
20-02-2023 11:30,20-02-2023,11:30:00,23,46,34,75
20-02-2023 12:00,20-02-2023,12:00:00,24,48,35,75
20-02-2023 12:30,20-02-2023,12:30:00,25,49,36,75
20-02-2023 13:00,20-02-2023,13:00:00,26,51,37,75
20-02-2023 13:30,20-02-2023,13:30:00,27,53,39,75
20-02-2023 14:00,20-02-2023,14:00:00,28,55,40,75
20-02-2023 14:30,20-02-2023,14:30:00,28,57,41,75
20-02-2023 15:00,20-02-2023,15:00:00,29,59,43,75
20-02-2023 15:30,20-02-2023,15:30:00,30,61,44,75
20-02-2023 16:00,20-02-2023,16:00:00,31,63,45,75
20-02-2023 16:30,20-02-2023,16:30:00,32,64,46,75
20-02-2023 17:00,20-02-2023,17:00:00,33,66,47,75
20-02-2023 17:30,20-02-2023,17:30:00,33,67,48,75
20-02-2023 18:00,20-02-2023,18:00:00,34,68,49,75
20-02-2023 18:30,20-02-2023,18:30:00,34,69,49,75
20-02-2023 19:00,20-02-2023,19:00:00,35,69,50,75
20-02-2023 19:30,20-02-2023,19:30:00,35,70,50,75
20-02-2023 20:00,20-02-2023,20:00:00,35,70,50,75
20-02-2023 20:30,20-02-2023,20:30:00,35,70,50,75
20-02-2023 21:00,20-02-2023,21:00:00,35,69,50,75
20-02-2023 21:30,20-02-2023,21:30:00,34,69,49,75
20-02-2023 22:00,20-02-2023,22:00:00,34,68,49,75
20-02-2023 22:30,20-02-2023,22:30:00,33,67,48,75
20-02-2023 23:00,20-02-2023,23:00:00,33,66,47,75
20-02-2023 23:30,20-02-2023,23:30:00,32,64,46,75
21-02-2023 00:00,21-02-2023,00:00:00,31,63,45,75
21-02-2023 00:30,21-02-2023,00:30:00,30,61,44,75
21-02-2023 01:00,21-02-2023,01:00:00,29,59,43,75
21-02-2023 01:30,21-02-2023,01:30:00,28,57,41,75
21-02-2023 02:00,21-02-2023,02:00:00,28,55,40,75
21-02-2023 02:30,21-02-2023,02:30:00,27,53,39,75
21-02-2023 03:00,21-02-2023,03:00:00,26,51,37,75
21-02-2023 03:30,21-02-2023,03:30:00,25,49,36,75
21-02-2023 04:00,21-02-2023,04:00:00,24,48,35,75
21-02-2023 04:30,21-02-2023,04:30:00,23,46,34,75
21-02-2023 05:00,21-02-2023,05:00:00,22,44,33,75
21-02-2023 05:30,21-02-2023,05:30:00,22,43,32,75
21-02-2023 06:00,21-02-2023,06:00:00,21,42,31,75
21-02-2023 06:30,21-02-2023,06:30:00,21,41,31,75
21-02-2023 07:00,21-02-2023,07:00:00,20,41,30,75
21-02-2023 07:30,21-02-2023,07:30:00,20,40,30,75
21-02-2023 08:00,21-02-2023,08:00:00,20,40,30,75
21-02-2023 08:30,21-02-2023,08:30:00,20,40,30,75
21-02-2023 09:00,21-02-2023,09:00:00,20,41,30,75
21-02-2023 09:30,21-02-2023,09:30:00,21,41,31,75
21-02-2023 10:00,21-02-2023,10:00:00,21,42,31,75
21-02-2023 10:30,21-02-2023,10:30:00,22,43,32,75
21-02-2023 11:00,21-02-2023,11:00:00,22,44,33,75
21-02-2023 11:30,21-02-2023,11:30:00,23,46,34,75
21-02-2023 12:00,21-02-2023,12:00:00,24,48,35,75
21-02-2023 12:30,21-02-2023,12:30:00,25,49,36,75
21-02-2023 13:00,21-02-2023,13:00:00,26,51,37,75
21-02-2023 13:30,21-02-2023,13:30:00,27,53,39,75
21-02-2023 14:00,21-02-2023,14:00:00,28,55,40,75
21-02-2023 14:30,21-02-2023,14:30:00,28,57,41,75
21-02-2023 15:00,21-02-2023,15:00:00,29,59,43,75
21-02-2023 15:30,21-02-2023,15:30:00,30,61,44,75
21-02-2023 16:00,21-02-2023,16:00:00,31,63,45,75
21-02-2023 16:30,21-02-2023,16:30:00,32,64,46,75
21-02-2023 17:00,21-02-2023,17:00:00,33,66,47,75
21-02-2023 17:30,21-02-2023,17:30:00,33,67,48,75
21-02-2023 18:00,21-02-2023,18:00:00,34,68,49,75
21-02-2023 18:30,21-02-2023,18:30:00,34,69,49,75
21-02-2023 19:00,21-02-2023,19:00:00,35,69,50,75
21-02-2023 19:30,21-02-2023,19:30:00,35,70,50,75
21-02-2023 20:00,21-02-2023,20:00:00,35,70,50,75
21-02-2023 20:30,21-02-2023,20:30:00,35,70,50,75
21-02-2023 21:00,21-02-2023,21:00:00,35,69,50,75
21-02-2023 21:30,21-02-2023,21:30:00,34,69,49,75
21-02-2023 22:00,21-02-2023,22:00:00,34,68,49,75
